date,City,Year,Population,Month
2010-07-01,Hartford,2010,125391.5,7
2010-08-01,Hartford,2010,125398.58333333333,8
2010-09-01,Hartford,2010,125405.66666666667,9
2010-10-01,Hartford,2010,125412.75,10
2010-11-01,Hartford,2010,125419.83333333333,11
2010-12-01,Hartford,2010,125426.91666666667,12
2000-01-01,Helena,2000,26234.0,1
2000-02-01,Helena,2000,26254.25,2
2000-03-01,Helena,2000,26274.5,3
2000-04-01,Helena,2000,26294.75,4
2000-05-01,Helena,2000,26315.0,5
2000-06-01,Helena,2000,26335.25,6
2000-07-01,Helena,2000,26355.5,7
2000-08-01,Helena,2000,26375.75,8
2000-09-01,Helena,2000,26396.0,9
2000-10-01,Helena,2000,26416.25,10
2000-11-01,Helena,2000,26436.5,11
2000-12-01,Helena,2000,26456.75,12
2001-01-01,Helena,2001,26477.0,1
2001-02-01,Helena,2001,26477.083333333332,2
2001-03-01,Helena,2001,26477.166666666668,3
2001-04-01,Helena,2001,26477.25,4
2001-05-01,Helena,2001,26477.333333333332,5
2001-06-01,Helena,2001,26477.416666666668,6
2001-07-01,Helena,2001,26477.5,7
2001-08-01,Helena,2001,26477.583333333332,8
2001-09-01,Helena,2001,26477.666666666668,9
2001-10-01,Helena,2001,26477.75,10
2001-11-01,Helena,2001,26477.833333333332,11
2001-12-01,Helena,2001,26477.916666666668,12
2002-01-01,Helena,2002,26478.0,1
2002-02-01,Helena,2002,26522.5,2
2002-03-01,Helena,2002,26567.0,3
2002-04-01,Helena,2002,26611.5,4
2002-05-01,Helena,2002,26656.0,5
2002-06-01,Helena,2002,26700.5,6
2002-07-01,Helena,2002,26745.0,7
2002-08-01,Helena,2002,26789.5,8
2002-09-01,Helena,2002,26834.0,9
2002-10-01,Helena,2002,26878.5,10
2002-11-01,Helena,2002,26923.0,11
2002-12-01,Helena,2002,26967.5,12
2003-01-01,Helena,2003,27012.0,1
2003-02-01,Helena,2003,27051.25,2
2003-03-01,Helena,2003,27090.5,3
2003-04-01,Helena,2003,27129.75,4
2003-05-01,Helena,2003,27169.0,5
2003-06-01,Helena,2003,27208.25,6
2003-07-01,Helena,2003,27247.5,7
2003-08-01,Helena,2003,27286.75,8
2003-09-01,Helena,2003,27326.0,9
2003-10-01,Helena,2003,27365.25,10
2003-11-01,Helena,2003,27404.5,11
2003-12-01,Helena,2003,27443.75,12
2004-01-01,Helena,2004,27483.0,1
2004-02-01,Helena,2004,27497.083333333332,2
2004-03-01,Helena,2004,27511.166666666668,3
2004-04-01,Helena,2004,27525.25,4
2004-05-01,Helena,2004,27539.333333333332,5
2004-06-01,Helena,2004,27553.416666666668,6
2004-07-01,Helena,2004,27567.5,7
2004-08-01,Helena,2004,27581.583333333332,8
2004-09-01,Helena,2004,27595.666666666668,9
2004-10-01,Helena,2004,27609.75,10
2004-11-01,Helena,2004,27623.833333333332,11
2004-12-01,Helena,2004,27637.916666666668,12
2005-01-01,Helena,2005,27652.0,1
2005-02-01,Helena,2005,27695.333333333332,2
2005-03-01,Helena,2005,27738.666666666668,3
2005-04-01,Helena,2005,27782.0,4
2005-05-01,Helena,2005,27825.333333333332,5
2005-06-01,Helena,2005,27868.666666666668,6
2005-07-01,Helena,2005,27912.0,7
2005-08-01,Helena,2005,27955.333333333332,8
2005-09-01,Helena,2005,27998.666666666668,9
2005-10-01,Helena,2005,28042.0,10
2005-11-01,Helena,2005,28085.333333333332,11
2005-12-01,Helena,2005,28128.666666666668,12
2006-01-01,Helena,2006,28172.0,1
2006-02-01,Helena,2006,28228.333333333332,2
2006-03-01,Helena,2006,28284.666666666668,3
2006-04-01,Helena,2006,28341.0,4
2006-05-01,Helena,2006,28397.333333333332,5
2006-06-01,Helena,2006,28453.666666666668,6
2006-07-01,Helena,2006,28510.0,7
2006-08-01,Helena,2006,28566.333333333332,8
2006-09-01,Helena,2006,28622.666666666668,9
2006-10-01,Helena,2006,28679.0,10
2006-11-01,Helena,2006,28735.333333333332,11
2006-12-01,Helena,2006,28791.666666666668,12
2007-01-01,Helena,2007,28848.0,1
2007-02-01,Helena,2007,28902.333333333332,2
2007-03-01,Helena,2007,28956.666666666668,3
2007-04-01,Helena,2007,29011.0,4
2007-05-01,Helena,2007,29065.333333333332,5
2007-06-01,Helena,2007,29119.666666666668,6
2007-07-01,Helena,2007,29174.0,7
2007-08-01,Helena,2007,29228.333333333332,8
2007-09-01,Helena,2007,29282.666666666668,9
2007-10-01,Helena,2007,29337.0,10
2007-11-01,Helena,2007,29391.333333333332,11
2007-12-01,Helena,2007,29445.666666666668,12
2008-01-01,Helena,2008,29500.0,1
2008-02-01,Helena,2008,29541.666666666668,2
2008-03-01,Helena,2008,29583.333333333332,3
2008-04-01,Helena,2008,29625.0,4
2008-05-01,Helena,2008,29666.666666666668,5
2008-06-01,Helena,2008,29708.333333333332,6
2008-07-01,Helena,2008,29750.0,7
2008-08-01,Helena,2008,29791.666666666668,8
2008-09-01,Helena,2008,29833.333333333332,9
2008-10-01,Helena,2008,29875.0,10
2008-11-01,Helena,2008,29916.666666666668,11
2008-12-01,Helena,2008,29958.333333333332,12
2009-01-01,Helena,2009,30000.0,1
2009-02-01,Helena,2009,29909.083333333332,2
2009-03-01,Helena,2009,29818.166666666668,3
2009-04-01,Helena,2009,29727.25,4
2009-05-01,Helena,2009,29636.333333333332,5
2009-06-01,Helena,2009,29545.416666666668,6
2009-07-01,Helena,2009,29454.5,7
2009-08-01,Helena,2009,29363.583333333332,8
2009-09-01,Helena,2009,29272.666666666668,9
2009-10-01,Helena,2009,29181.75,10
2009-11-01,Helena,2009,29090.833333333332,11
2009-12-01,Helena,2009,28999.916666666668,12
2010-01-01,Helena,2010,28909.0,1
2010-02-01,Helena,2010,28943.25,2
2010-03-01,Helena,2010,28977.5,3
2010-04-01,Helena,2010,29011.75,4
2010-05-01,Helena,2010,29046.0,5
2010-06-01,Helena,2010,29080.25,6
2010-07-01,Helena,2010,29114.5,7
2010-08-01,Helena,2010,29148.75,8
2010-09-01,Helena,2010,29183.0,9
2010-10-01,Helena,2010,29217.25,10
2010-11-01,Helena,2010,29251.5,11
2010-12-01,Helena,2010,29285.75,12
2000-01-01,Honolulu,2000,875784.0,1
2000-02-01,Honolulu,2000,875975.9166666666,2
2000-03-01,Honolulu,2000,876167.8333333334,3
2000-04-01,Honolulu,2000,876359.75,4
2000-05-01,Honolulu,2000,876551.6666666666,5
2000-06-01,Honolulu,2000,876743.5833333334,6
2000-07-01,Honolulu,2000,876935.5,7
2000-08-01,Honolulu,2000,877127.4166666666,8
2000-09-01,Honolulu,2000,877319.3333333334,9
2000-10-01,Honolulu,2000,877511.25,10
2000-11-01,Honolulu,2000,877703.1666666666,11
2000-12-01,Honolulu,2000,877895.0833333334,12
2001-01-01,Honolulu,2001,878087.0,1
2001-02-01,Honolulu,2001,878407.8333333334,2
2001-03-01,Honolulu,2001,878728.6666666666,3
2001-04-01,Honolulu,2001,879049.5,4
2001-05-01,Honolulu,2001,879370.3333333334,5
2001-06-01,Honolulu,2001,879691.1666666666,6
2001-07-01,Honolulu,2001,880012.0,7
2001-08-01,Honolulu,2001,880332.8333333334,8
2001-09-01,Honolulu,2001,880653.6666666666,9
2001-10-01,Honolulu,2001,880974.5,10
2001-11-01,Honolulu,2001,881295.3333333334,11
2001-12-01,Honolulu,2001,881616.1666666666,12
2002-01-01,Honolulu,2002,881937.0,1
2002-02-01,Honolulu,2002,881930.9166666666,2
2002-03-01,Honolulu,2002,881924.8333333334,3
2002-04-01,Honolulu,2002,881918.75,4
2002-05-01,Honolulu,2002,881912.6666666666,5
2002-06-01,Honolulu,2002,881906.5833333334,6
2002-07-01,Honolulu,2002,881900.5,7
2002-08-01,Honolulu,2002,881894.4166666666,8
2002-09-01,Honolulu,2002,881888.3333333334,9
2002-10-01,Honolulu,2002,881882.25,10
2002-11-01,Honolulu,2002,881876.1666666666,11
2002-12-01,Honolulu,2002,881870.0833333334,12
2003-01-01,Honolulu,2003,881864.0,1
2003-02-01,Honolulu,2003,882643.5833333334,2
2003-03-01,Honolulu,2003,883423.1666666666,3
2003-04-01,Honolulu,2003,884202.75,4
2003-05-01,Honolulu,2003,884982.3333333334,5
2003-06-01,Honolulu,2003,885761.9166666666,6
2003-07-01,Honolulu,2003,886541.5,7
2003-08-01,Honolulu,2003,887321.0833333334,8
2003-09-01,Honolulu,2003,888100.6666666666,9
2003-10-01,Honolulu,2003,888880.25,10
2003-11-01,Honolulu,2003,889659.8333333334,11
2003-12-01,Honolulu,2003,890439.4166666666,12
2004-01-01,Honolulu,2004,891219.0,1
2004-02-01,Honolulu,2004,891715.5833333334,2
2004-03-01,Honolulu,2004,892212.1666666666,3
2004-04-01,Honolulu,2004,892708.75,4
2004-05-01,Honolulu,2004,893205.3333333334,5
2004-06-01,Honolulu,2004,893701.9166666666,6
2004-07-01,Honolulu,2004,894198.5,7
2004-08-01,Honolulu,2004,894695.0833333334,8
2004-09-01,Honolulu,2004,895191.6666666666,9
2004-10-01,Honolulu,2004,895688.25,10
2004-11-01,Honolulu,2004,896184.8333333334,11
2004-12-01,Honolulu,2004,896681.4166666666,12
2005-01-01,Honolulu,2005,897178.0,1
2005-02-01,Honolulu,2005,897535.6666666666,2
2005-03-01,Honolulu,2005,897893.3333333334,3
2005-04-01,Honolulu,2005,898251.0,4
2005-05-01,Honolulu,2005,898608.6666666666,5
2005-06-01,Honolulu,2005,898966.3333333334,6
2005-07-01,Honolulu,2005,899324.0,7
2005-08-01,Honolulu,2005,899681.6666666666,8
2005-09-01,Honolulu,2005,900039.3333333334,9
2005-10-01,Honolulu,2005,900397.0,10
2005-11-01,Honolulu,2005,900754.6666666666,11
2005-12-01,Honolulu,2005,901112.3333333334,12
2006-01-01,Honolulu,2006,901470.0,1
2006-02-01,Honolulu,2006,901018.3333333334,2
2006-03-01,Honolulu,2006,900566.6666666666,3
2006-04-01,Honolulu,2006,900115.0,4
2006-05-01,Honolulu,2006,899663.3333333334,5
2006-06-01,Honolulu,2006,899211.6666666666,6
2006-07-01,Honolulu,2006,898760.0,7
2006-08-01,Honolulu,2006,898308.3333333334,8
2006-09-01,Honolulu,2006,897856.6666666666,9
2006-10-01,Honolulu,2006,897405.0,10
2006-11-01,Honolulu,2006,896953.3333333334,11
2006-12-01,Honolulu,2006,896501.6666666666,12
2007-01-01,Honolulu,2007,896050.0,1
2007-02-01,Honolulu,2007,896367.0,2
2007-03-01,Honolulu,2007,896684.0,3
2007-04-01,Honolulu,2007,897001.0,4
2007-05-01,Honolulu,2007,897318.0,5
2007-06-01,Honolulu,2007,897635.0,6
2007-07-01,Honolulu,2007,897952.0,7
2007-08-01,Honolulu,2007,898269.0,8
2007-09-01,Honolulu,2007,898586.0,9
2007-10-01,Honolulu,2007,898903.0,10
2007-11-01,Honolulu,2007,899220.0,11
2007-12-01,Honolulu,2007,899537.0,12
2008-01-01,Honolulu,2008,899854.0,1
2008-02-01,Honolulu,2008,900266.3333333334,2
2008-03-01,Honolulu,2008,900678.6666666666,3
2008-04-01,Honolulu,2008,901091.0,4
2008-05-01,Honolulu,2008,901503.3333333334,5
2008-06-01,Honolulu,2008,901915.6666666666,6
2008-07-01,Honolulu,2008,902328.0,7
2008-08-01,Honolulu,2008,902740.3333333334,8
2008-09-01,Honolulu,2008,903152.6666666666,9
2008-10-01,Honolulu,2008,903565.0,10
2008-11-01,Honolulu,2008,903977.3333333334,11
2008-12-01,Honolulu,2008,904389.6666666666,12
2009-01-01,Honolulu,2009,904802.0,1
2009-02-01,Honolulu,2009,909095.1666666666,2
2009-03-01,Honolulu,2009,913388.3333333334,3
2009-04-01,Honolulu,2009,917681.5,4
2009-05-01,Honolulu,2009,921974.6666666666,5
2009-06-01,Honolulu,2009,926267.8333333334,6
2009-07-01,Honolulu,2009,930561.0,7
2009-08-01,Honolulu,2009,934854.1666666666,8
2009-09-01,Honolulu,2009,939147.3333333334,9
2009-10-01,Honolulu,2009,943440.5,10
2009-11-01,Honolulu,2009,947733.6666666666,11
2009-12-01,Honolulu,2009,952026.8333333334,12
2010-01-01,Honolulu,2010,956320.0,1
2010-02-01,Honolulu,2010,957252.5,2
2010-03-01,Honolulu,2010,958185.0,3
2010-04-01,Honolulu,2010,959117.5,4
2010-05-01,Honolulu,2010,960050.0,5
2010-06-01,Honolulu,2010,960982.5,6
2010-07-01,Honolulu,2010,961915.0,7
2010-08-01,Honolulu,2010,962847.5,8
2010-09-01,Honolulu,2010,963780.0,9
2010-10-01,Honolulu,2010,964712.5,10
2010-11-01,Honolulu,2010,965645.0,11
2010-12-01,Honolulu,2010,966577.5,12
2000-01-01,Jackson,2000,186375.0,1
2000-02-01,Jackson,2000,186205.66666666666,2
2000-03-01,Jackson,2000,186036.33333333334,3
2000-04-01,Jackson,2000,185867.0,4
2000-05-01,Jackson,2000,185697.66666666666,5
2000-06-01,Jackson,2000,185528.33333333334,6
2000-07-01,Jackson,2000,185359.0,7
2000-08-01,Jackson,2000,185189.66666666666,8
2000-09-01,Jackson,2000,185020.33333333334,9
2000-10-01,Jackson,2000,184851.0,10
2000-11-01,Jackson,2000,184681.66666666666,11
2000-12-01,Jackson,2000,184512.33333333334,12
2001-01-01,Jackson,2001,184343.0,1
2001-02-01,Jackson,2001,184206.91666666666,2
2001-03-01,Jackson,2001,184070.83333333334,3
2001-04-01,Jackson,2001,183934.75,4
2001-05-01,Jackson,2001,183798.66666666666,5
2001-06-01,Jackson,2001,183662.58333333334,6
2001-07-01,Jackson,2001,183526.5,7
2001-08-01,Jackson,2001,183390.41666666666,8
2001-09-01,Jackson,2001,183254.33333333334,9
2001-10-01,Jackson,2001,183118.25,10
2001-11-01,Jackson,2001,182982.16666666666,11
2001-12-01,Jackson,2001,182846.08333333334,12
2002-01-01,Jackson,2002,182710.0,1
2002-02-01,Jackson,2002,182644.0,2
2002-03-01,Jackson,2002,182578.0,3
2002-04-01,Jackson,2002,182512.0,4
2002-05-01,Jackson,2002,182446.0,5
2002-06-01,Jackson,2002,182380.0,6
2002-07-01,Jackson,2002,182314.0,7
2002-08-01,Jackson,2002,182248.0,8
2002-09-01,Jackson,2002,182182.0,9
2002-10-01,Jackson,2002,182116.0,10
2002-11-01,Jackson,2002,182050.0,11
2002-12-01,Jackson,2002,181984.0,12
2003-01-01,Jackson,2003,181918.0,1
2003-02-01,Jackson,2003,181911.0,2
2003-03-01,Jackson,2003,181904.0,3
2003-04-01,Jackson,2003,181897.0,4
2003-05-01,Jackson,2003,181890.0,5
2003-06-01,Jackson,2003,181883.0,6
2003-07-01,Jackson,2003,181876.0,7
2003-08-01,Jackson,2003,181869.0,8
2003-09-01,Jackson,2003,181862.0,9
2003-10-01,Jackson,2003,181855.0,10
2003-11-01,Jackson,2003,181848.0,11
2003-12-01,Jackson,2003,181841.0,12
2004-01-01,Jackson,2004,181834.0,1
2004-02-01,Jackson,2004,181724.5,2
2004-03-01,Jackson,2004,181615.0,3
2004-04-01,Jackson,2004,181505.5,4
2004-05-01,Jackson,2004,181396.0,5
2004-06-01,Jackson,2004,181286.5,6
2004-07-01,Jackson,2004,181177.0,7
2004-08-01,Jackson,2004,181067.5,8
2004-09-01,Jackson,2004,180958.0,9
2004-10-01,Jackson,2004,180848.5,10
2004-11-01,Jackson,2004,180739.0,11
2004-12-01,Jackson,2004,180629.5,12
2005-01-01,Jackson,2005,180520.0,1
2005-02-01,Jackson,2005,180545.08333333334,2
2005-03-01,Jackson,2005,180570.16666666666,3
2005-04-01,Jackson,2005,180595.25,4
2005-05-01,Jackson,2005,180620.33333333334,5
2005-06-01,Jackson,2005,180645.41666666666,6
2005-07-01,Jackson,2005,180670.5,7
2005-08-01,Jackson,2005,180695.58333333334,8
2005-09-01,Jackson,2005,180720.66666666666,9
2005-10-01,Jackson,2005,180745.75,10
2005-11-01,Jackson,2005,180770.83333333334,11
2005-12-01,Jackson,2005,180795.91666666666,12
2006-01-01,Jackson,2006,180821.0,1
2006-02-01,Jackson,2006,180621.41666666666,2
2006-03-01,Jackson,2006,180421.83333333334,3
2006-04-01,Jackson,2006,180222.25,4
2006-05-01,Jackson,2006,180022.66666666666,5
2006-06-01,Jackson,2006,179823.08333333334,6
2006-07-01,Jackson,2006,179623.5,7
2006-08-01,Jackson,2006,179423.91666666666,8
2006-09-01,Jackson,2006,179224.33333333334,9
2006-10-01,Jackson,2006,179024.75,10
2006-11-01,Jackson,2006,178825.16666666666,11
2006-12-01,Jackson,2006,178625.58333333334,12
2007-01-01,Jackson,2007,178426.0,1
2007-02-01,Jackson,2007,178257.91666666666,2
2007-03-01,Jackson,2007,178089.83333333334,3
2007-04-01,Jackson,2007,177921.75,4
2007-05-01,Jackson,2007,177753.66666666666,5
2007-06-01,Jackson,2007,177585.58333333334,6
2007-07-01,Jackson,2007,177417.5,7
2007-08-01,Jackson,2007,177249.41666666666,8
2007-09-01,Jackson,2007,177081.33333333334,9
2007-10-01,Jackson,2007,176913.25,10
2007-11-01,Jackson,2007,176745.16666666666,11
2007-12-01,Jackson,2007,176577.08333333334,12
2008-01-01,Jackson,2008,176409.0,1
2008-02-01,Jackson,2008,176396.5,2
2008-03-01,Jackson,2008,176384.0,3
2008-04-01,Jackson,2008,176371.5,4
2008-05-01,Jackson,2008,176359.0,5
2008-06-01,Jackson,2008,176346.5,6
2008-07-01,Jackson,2008,176334.0,7
2008-08-01,Jackson,2008,176321.5,8
2008-09-01,Jackson,2008,176309.0,9
2008-10-01,Jackson,2008,176296.5,10
2008-11-01,Jackson,2008,176284.0,11
2008-12-01,Jackson,2008,176271.5,12
2009-01-01,Jackson,2009,176259.0,1
2009-02-01,Jackson,2009,176046.0,2
2009-03-01,Jackson,2009,175833.0,3
2009-04-01,Jackson,2009,175620.0,4
2009-05-01,Jackson,2009,175407.0,5
2009-06-01,Jackson,2009,175194.0,6
2009-07-01,Jackson,2009,174981.0,7
2009-08-01,Jackson,2009,174768.0,8
2009-09-01,Jackson,2009,174555.0,9
2009-10-01,Jackson,2009,174342.0,10
2009-11-01,Jackson,2009,174129.0,11
2009-12-01,Jackson,2009,173916.0,12
2010-01-01,Jackson,2010,173703.0,1
2010-02-01,Jackson,2010,173824.91666666666,2
2010-03-01,Jackson,2010,173946.83333333334,3
2010-04-01,Jackson,2010,174068.75,4
2010-05-01,Jackson,2010,174190.66666666666,5
2010-06-01,Jackson,2010,174312.58333333334,6
2010-07-01,Jackson,2010,174434.5,7
2010-08-01,Jackson,2010,174556.41666666666,8
2010-09-01,Jackson,2010,174678.33333333334,9
2010-10-01,Jackson,2010,174800.25,10
2010-11-01,Jackson,2010,174922.16666666666,11
2010-12-01,Jackson,2010,175044.08333333334,12
2000-01-01,Jefferson City,2000,40455.0,1
2000-02-01,Jefferson City,2000,40419.416666666664,2
2000-03-01,Jefferson City,2000,40383.833333333336,3
2000-04-01,Jefferson City,2000,40348.25,4
2000-05-01,Jefferson City,2000,40312.666666666664,5
2000-06-01,Jefferson City,2000,40277.083333333336,6
2000-07-01,Jefferson City,2000,40241.5,7
2000-08-01,Jefferson City,2000,40205.916666666664,8
2000-09-01,Jefferson City,2000,40170.333333333336,9
2000-10-01,Jefferson City,2000,40134.75,10
2000-11-01,Jefferson City,2000,40099.166666666664,11
2000-12-01,Jefferson City,2000,40063.583333333336,12
2001-01-01,Jefferson City,2001,40028.0,1
2001-02-01,Jefferson City,2001,40031.0,2
2001-03-01,Jefferson City,2001,40034.0,3
2001-04-01,Jefferson City,2001,40037.0,4
2001-05-01,Jefferson City,2001,40040.0,5
2001-06-01,Jefferson City,2001,40043.0,6
2001-07-01,Jefferson City,2001,40046.0,7
2001-08-01,Jefferson City,2001,40049.0,8
2001-09-01,Jefferson City,2001,40052.0,9
2001-10-01,Jefferson City,2001,40055.0,10
2001-11-01,Jefferson City,2001,40058.0,11
2001-12-01,Jefferson City,2001,40061.0,12
2002-01-01,Jefferson City,2002,40064.0,1
2002-02-01,Jefferson City,2002,40070.833333333336,2
2002-03-01,Jefferson City,2002,40077.666666666664,3
2002-04-01,Jefferson City,2002,40084.5,4
2002-05-01,Jefferson City,2002,40091.333333333336,5
2002-06-01,Jefferson City,2002,40098.166666666664,6
2002-07-01,Jefferson City,2002,40105.0,7
2002-08-01,Jefferson City,2002,40111.833333333336,8
2002-09-01,Jefferson City,2002,40118.666666666664,9
2002-10-01,Jefferson City,2002,40125.5,10
2002-11-01,Jefferson City,2002,40132.333333333336,11
2002-12-01,Jefferson City,2002,40139.166666666664,12
2003-01-01,Jefferson City,2003,40146.0,1
2003-02-01,Jefferson City,2003,40097.5,2
2003-03-01,Jefferson City,2003,40049.0,3
2003-04-01,Jefferson City,2003,40000.5,4
2003-05-01,Jefferson City,2003,39952.0,5
2003-06-01,Jefferson City,2003,39903.5,6
2003-07-01,Jefferson City,2003,39855.0,7
2003-08-01,Jefferson City,2003,39806.5,8
2003-09-01,Jefferson City,2003,39758.0,9
2003-10-01,Jefferson City,2003,39709.5,10
2003-11-01,Jefferson City,2003,39661.0,11
2003-12-01,Jefferson City,2003,39612.5,12
2004-01-01,Jefferson City,2004,39564.0,1
2004-02-01,Jefferson City,2004,39639.833333333336,2
2004-03-01,Jefferson City,2004,39715.666666666664,3
2004-04-01,Jefferson City,2004,39791.5,4
2004-05-01,Jefferson City,2004,39867.333333333336,5
2004-06-01,Jefferson City,2004,39943.166666666664,6
2004-07-01,Jefferson City,2004,40019.0,7
2004-08-01,Jefferson City,2004,40094.833333333336,8
2004-09-01,Jefferson City,2004,40170.666666666664,9
2004-10-01,Jefferson City,2004,40246.5,10
2004-11-01,Jefferson City,2004,40322.333333333336,11
2004-12-01,Jefferson City,2004,40398.166666666664,12
2005-01-01,Jefferson City,2005,40474.0,1
2005-02-01,Jefferson City,2005,40492.416666666664,2
2005-03-01,Jefferson City,2005,40510.833333333336,3
2005-04-01,Jefferson City,2005,40529.25,4
2005-05-01,Jefferson City,2005,40547.666666666664,5
2005-06-01,Jefferson City,2005,40566.083333333336,6
2005-07-01,Jefferson City,2005,40584.5,7
2005-08-01,Jefferson City,2005,40602.916666666664,8
2005-09-01,Jefferson City,2005,40621.333333333336,9
2005-10-01,Jefferson City,2005,40639.75,10
2005-11-01,Jefferson City,2005,40658.166666666664,11
2005-12-01,Jefferson City,2005,40676.583333333336,12
2006-01-01,Jefferson City,2006,40695.0,1
2006-02-01,Jefferson City,2006,40713.75,2
2006-03-01,Jefferson City,2006,40732.5,3
2006-04-01,Jefferson City,2006,40751.25,4
2006-05-01,Jefferson City,2006,40770.0,5
2006-06-01,Jefferson City,2006,40788.75,6
2006-07-01,Jefferson City,2006,40807.5,7
2006-08-01,Jefferson City,2006,40826.25,8
2006-09-01,Jefferson City,2006,40845.0,9
2006-10-01,Jefferson City,2006,40863.75,10
2006-11-01,Jefferson City,2006,40882.5,11
2006-12-01,Jefferson City,2006,40901.25,12
2007-01-01,Jefferson City,2007,40920.0,1
2007-02-01,Jefferson City,2007,40948.083333333336,2
2007-03-01,Jefferson City,2007,40976.166666666664,3
2007-04-01,Jefferson City,2007,41004.25,4
2007-05-01,Jefferson City,2007,41032.333333333336,5
2007-06-01,Jefferson City,2007,41060.416666666664,6
2007-07-01,Jefferson City,2007,41088.5,7
2007-08-01,Jefferson City,2007,41116.583333333336,8
2007-09-01,Jefferson City,2007,41144.666666666664,9
2007-10-01,Jefferson City,2007,41172.75,10
2007-11-01,Jefferson City,2007,41200.833333333336,11
2007-12-01,Jefferson City,2007,41228.916666666664,12
2008-01-01,Jefferson City,2008,41257.0,1
2008-02-01,Jefferson City,2008,41276.5,2
2008-03-01,Jefferson City,2008,41296.0,3
2008-04-01,Jefferson City,2008,41315.5,4
2008-05-01,Jefferson City,2008,41335.0,5
2008-06-01,Jefferson City,2008,41354.5,6
2008-07-01,Jefferson City,2008,41374.0,7
2008-08-01,Jefferson City,2008,41393.5,8
2008-09-01,Jefferson City,2008,41413.0,9
2008-10-01,Jefferson City,2008,41432.5,10
2008-11-01,Jefferson City,2008,41452.0,11
2008-12-01,Jefferson City,2008,41471.5,12
2009-01-01,Jefferson City,2009,41491.0,1
2009-02-01,Jefferson City,2009,41634.25,2
2009-03-01,Jefferson City,2009,41777.5,3
2009-04-01,Jefferson City,2009,41920.75,4
2009-05-01,Jefferson City,2009,42064.0,5
2009-06-01,Jefferson City,2009,42207.25,6
2009-07-01,Jefferson City,2009,42350.5,7
2009-08-01,Jefferson City,2009,42493.75,8
2009-09-01,Jefferson City,2009,42637.0,9
2009-10-01,Jefferson City,2009,42780.25,10
2009-11-01,Jefferson City,2009,42923.5,11
2009-12-01,Jefferson City,2009,43066.75,12
2010-01-01,Jefferson City,2010,43210.0,1
2010-02-01,Jefferson City,2010,43222.0,2
2010-03-01,Jefferson City,2010,43234.0,3
2010-04-01,Jefferson City,2010,43246.0,4
2010-05-01,Jefferson City,2010,43258.0,5
2010-06-01,Jefferson City,2010,43270.0,6
2010-07-01,Jefferson City,2010,43282.0,7
2010-08-01,Jefferson City,2010,43294.0,8
2010-09-01,Jefferson City,2010,43306.0,9
2010-10-01,Jefferson City,2010,43318.0,10
2010-11-01,Jefferson City,2010,43330.0,11
2010-12-01,Jefferson City,2010,43342.0,12
2000-01-01,Juneau,2000,30666.0,1
2000-02-01,Juneau,2000,30652.916666666668,2
2000-03-01,Juneau,2000,30639.833333333332,3
2000-04-01,Juneau,2000,30626.75,4
2000-05-01,Juneau,2000,30613.666666666668,5
2000-06-01,Juneau,2000,30600.583333333332,6
2000-07-01,Juneau,2000,30587.5,7
2000-08-01,Juneau,2000,30574.416666666668,8
2000-09-01,Juneau,2000,30561.333333333332,9
2000-10-01,Juneau,2000,30548.25,10
2000-11-01,Juneau,2000,30535.166666666668,11
2000-12-01,Juneau,2000,30522.083333333332,12
2001-01-01,Juneau,2001,30509.0,1
2001-02-01,Juneau,2001,30527.75,2
2001-03-01,Juneau,2001,30546.5,3
2001-04-01,Juneau,2001,30565.25,4
2001-05-01,Juneau,2001,30584.0,5
2001-06-01,Juneau,2001,30602.75,6
2001-07-01,Juneau,2001,30621.5,7
2001-08-01,Juneau,2001,30640.25,8
2001-09-01,Juneau,2001,30659.0,9
2001-10-01,Juneau,2001,30677.75,10
2001-11-01,Juneau,2001,30696.5,11
2001-12-01,Juneau,2001,30715.25,12
2002-01-01,Juneau,2002,30734.0,1
2002-02-01,Juneau,2002,30758.083333333332,2
2002-03-01,Juneau,2002,30782.166666666668,3
2002-04-01,Juneau,2002,30806.25,4
2002-05-01,Juneau,2002,30830.333333333332,5
2002-06-01,Juneau,2002,30854.416666666668,6
2002-07-01,Juneau,2002,30878.5,7
2002-08-01,Juneau,2002,30902.583333333332,8
2002-09-01,Juneau,2002,30926.666666666668,9
2002-10-01,Juneau,2002,30950.75,10
2002-11-01,Juneau,2002,30974.833333333332,11
2002-12-01,Juneau,2002,30998.916666666668,12
2003-01-01,Juneau,2003,31023.0,1
2003-02-01,Juneau,2003,31032.666666666668,2
2003-03-01,Juneau,2003,31042.333333333332,3
2003-04-01,Juneau,2003,31052.0,4
2003-05-01,Juneau,2003,31061.666666666668,5
2003-06-01,Juneau,2003,31071.333333333332,6
2003-07-01,Juneau,2003,31081.0,7
2003-08-01,Juneau,2003,31090.666666666668,8
2003-09-01,Juneau,2003,31100.333333333332,9
2003-10-01,Juneau,2003,31110.0,10
2003-11-01,Juneau,2003,31119.666666666668,11
2003-12-01,Juneau,2003,31129.333333333332,12
2004-01-01,Juneau,2004,31139.0,1
2004-02-01,Juneau,2004,31131.75,2
2004-03-01,Juneau,2004,31124.5,3
2004-04-01,Juneau,2004,31117.25,4
2004-05-01,Juneau,2004,31110.0,5
2004-06-01,Juneau,2004,31102.75,6
2004-07-01,Juneau,2004,31095.5,7
2004-08-01,Juneau,2004,31088.25,8
