date,city,year,month,GDP per Capita
2000-01-01,Charlottetown,2000,1,22712.199413489736
2000-02-01,Charlottetown,2000,2,22801.990623450172
2000-03-01,Charlottetown,2000,3,22891.72963916392
2000-04-01,Charlottetown,2000,4,22981.416506127352
2000-05-01,Charlottetown,2000,5,23071.05126978393
2000-06-01,Charlottetown,2000,6,23160.633975524343
2000-07-01,Charlottetown,2000,7,23250.1646686866
2000-08-01,Charlottetown,2000,8,23339.64339455605
2000-09-01,Charlottetown,2000,9,23429.07019836548
2000-10-01,Charlottetown,2000,10,23518.44512529523
2000-11-01,Charlottetown,2000,11,23607.768220473212
2000-12-01,Charlottetown,2000,12,23697.039528975
2001-01-01,Charlottetown,2001,1,23786.25909582396
2001-02-01,Charlottetown,2001,2,23879.351172873252
2001-03-01,Charlottetown,2001,3,23972.419904998646
2001-04-01,Charlottetown,2001,4,24065.465300980442
2001-05-01,Charlottetown,2001,5,24158.487369594535
2001-06-01,Charlottetown,2001,6,24251.486119612397
2001-07-01,Charlottetown,2001,7,24344.461559801137
2001-08-01,Charlottetown,2001,8,24437.41369892345
2001-09-01,Charlottetown,2001,9,24530.342545737636
2001-10-01,Charlottetown,2001,10,24623.248108997628
2001-11-01,Charlottetown,2001,11,24716.130397452955
2001-12-01,Charlottetown,2001,12,24808.989419848756
2002-01-01,Charlottetown,2002,1,24901.825184925812
2002-02-01,Charlottetown,2002,2,24932.66039923857
2002-03-01,Charlottetown,2002,3,24963.482572553592
2002-04-01,Charlottetown,2002,4,24994.291713142182
2002-05-01,Charlottetown,2002,5,25025.087829268647
2002-06-01,Charlottetown,2002,6,25055.870929190318
2002-07-01,Charlottetown,2002,7,25086.641021157546
2002-08-01,Charlottetown,2002,8,25117.3981134137
2002-09-01,Charlottetown,2002,9,25148.142214195203
2002-10-01,Charlottetown,2002,10,25178.873331731505
2002-11-01,Charlottetown,2002,11,25209.591474245113
2002-12-01,Charlottetown,2002,12,25240.2966499516
2003-01-01,Charlottetown,2003,1,25270.988867059594
2003-02-01,Charlottetown,2003,2,25328.970606155955
2003-03-01,Charlottetown,2003,3,25386.93357677242
2003-04-01,Charlottetown,2003,4,25444.877788020443
2003-05-01,Charlottetown,2003,5,25502.803249005592
2003-06-01,Charlottetown,2003,6,25560.709968827534
2003-07-01,Charlottetown,2003,7,25618.597956580055
2003-08-01,Charlottetown,2003,8,25676.46722135105
2003-09-01,Charlottetown,2003,9,25734.31777222254
2003-10-01,Charlottetown,2003,10,25792.149618270694
2003-11-01,Charlottetown,2003,11,25849.96276856577
2003-12-01,Charlottetown,2003,12,25907.7572321722
2004-01-01,Charlottetown,2004,1,25965.53301814854
2004-02-01,Charlottetown,2004,2,26027.555663117135
2004-03-01,Charlottetown,2004,3,26089.545594216437
2004-04-01,Charlottetown,2004,4,26151.502837322034
2004-05-01,Charlottetown,2004,5,26213.427418282237
2004-06-01,Charlottetown,2004,6,26275.31936291812
2004-07-01,Charlottetown,2004,7,26337.178697023526
2004-08-01,Charlottetown,2004,8,26399.005446365143
2004-09-01,Charlottetown,2004,9,26460.799636682506
2004-10-01,Charlottetown,2004,10,26522.561293688053
2004-11-01,Charlottetown,2004,11,26584.29044306716
2004-12-01,Charlottetown,2004,12,26645.987110478167
2005-01-01,Charlottetown,2005,1,26707.651321552414
2005-02-01,Charlottetown,2005,2,26765.350457745782
2005-03-01,Charlottetown,2005,3,26823.065958774405
2005-04-01,Charlottetown,2005,4,26880.797831601478
2005-05-01,Charlottetown,2005,5,26938.5460831941
2005-06-01,Charlottetown,2005,6,26996.310720523343
2005-07-01,Charlottetown,2005,7,27054.091750564246
2005-08-01,Charlottetown,2005,8,27111.8891802958
2005-09-01,Charlottetown,2005,9,27169.703016700925
2005-10-01,Charlottetown,2005,10,27227.53326676658
2005-11-01,Charlottetown,2005,11,27285.379937483616
2005-12-01,Charlottetown,2005,12,27343.24303584689
2006-01-01,Charlottetown,2006,1,27401.12256885524
2006-02-01,Charlottetown,2006,2,27388.356261231813
2006-03-01,Charlottetown,2006,3,27375.5918357482
2006-04-01,Charlottetown,2006,4,27362.82929198824
2006-05-01,Charlottetown,2006,5,27350.068629535835
2006-06-01,Charlottetown,2006,6,27337.30984797503
2006-07-01,Charlottetown,2006,7,27324.55294689002
2006-08-01,Charlottetown,2006,8,27311.79792586508
2006-09-01,Charlottetown,2006,9,27299.044784484628
2006-10-01,Charlottetown,2006,10,27286.29352233322
2006-11-01,Charlottetown,2006,11,27273.54413899551
2006-12-01,Charlottetown,2006,12,27260.796634056263
2007-01-01,Charlottetown,2007,1,27248.051007100417
2007-02-01,Charlottetown,2007,2,27250.421676716924
2007-03-01,Charlottetown,2007,3,27252.78826541683
2007-04-01,Charlottetown,2007,4,27255.150783728506
2007-05-01,Charlottetown,2007,5,27257.509242144177
2007-06-01,Charlottetown,2007,6,27259.863651120006
2007-07-01,Charlottetown,2007,7,27262.214021076303
2007-08-01,Charlottetown,2007,8,27264.56036239764
2007-09-01,Charlottetown,2007,9,27266.902685433033
2007-10-01,Charlottetown,2007,10,27269.241000496077
2007-11-01,Charlottetown,2007,11,27271.575317865096
2007-12-01,Charlottetown,2007,12,27273.905647783304
2008-01-01,Charlottetown,2008,1,27276.232000458953
2008-02-01,Charlottetown,2008,2,27261.78902183546
2008-03-01,Charlottetown,2008,3,27247.3658329315
2008-04-01,Charlottetown,2008,4,27232.962393101225
2008-05-01,Charlottetown,2008,5,27218.578661810003
2008-06-01,Charlottetown,2008,6,27204.214598634037
2008-07-01,Charlottetown,2008,7,27189.87016326006
2008-08-01,Charlottetown,2008,8,27175.545315484844
2008-09-01,Charlottetown,2008,9,27161.24001521491
2008-10-01,Charlottetown,2008,10,27146.95422246613
2008-11-01,Charlottetown,2008,11,27132.687897363336
2008-12-01,Charlottetown,2008,12,27118.441000139974
2009-01-01,Charlottetown,2009,1,27104.21349113773
2009-02-01,Charlottetown,2009,2,27118.003458276035
2009-03-01,Charlottetown,2009,3,27131.758710188536
2009-04-01,Charlottetown,2009,4,27145.47937779998
2009-05-01,Charlottetown,2009,5,27159.16559137756
2009-06-01,Charlottetown,2009,6,27172.817480535065
2009-07-01,Charlottetown,2009,7,27186.435174236994
2009-08-01,Charlottetown,2009,8,27200.018800802558
2009-09-01,Charlottetown,2009,9,27213.568487909753
2009-10-01,Charlottetown,2009,10,27227.08436259936
2009-11-01,Charlottetown,2009,11,27240.566551278884
2009-12-01,Charlottetown,2009,12,27254.01517972653
2010-01-01,Charlottetown,2010,1,27267.43037309511
2010-02-01,Charlottetown,2010,2,27286.4131303456
2010-03-01,Charlottetown,2010,3,27305.361414044397
2010-04-01,Charlottetown,2010,4,27324.2753180146
2010-05-01,Charlottetown,2010,5,27343.154935739163
2010-06-01,Charlottetown,2010,6,27362.000360362457
2010-07-01,Charlottetown,2010,7,27380.81168469172
2010-08-01,Charlottetown,2010,8,27399.589001198645
2010-09-01,Charlottetown,2010,9,27418.332402020915
2010-10-01,Charlottetown,2010,10,27437.041978963607
2010-11-01,Charlottetown,2010,11,27455.717823500818
2010-12-01,Charlottetown,2010,12,27474.360026777074
2011-01-01,Charlottetown,2011,1,27492.968679608824
2011-02-01,Charlottetown,2011,2,27512.589307938917
2011-03-01,Charlottetown,2011,3,27532.207375512666
2011-04-01,Charlottetown,2011,4,27551.822882831377
2011-05-01,Charlottetown,2011,5,27571.435830396204
2011-06-01,Charlottetown,2011,6,27591.046218708154
2011-07-01,Charlottetown,2011,7,27610.654048268145
2011-08-01,Charlottetown,2011,8,27630.259319576933
2011-09-01,Charlottetown,2011,9,27649.86203313513
2011-10-01,Charlottetown,2011,10,27669.462189443282
2011-11-01,Charlottetown,2011,11,27689.059789001723
2011-12-01,Charlottetown,2011,12,27708.654832310705
2012-01-01,Charlottetown,2012,1,27728.24731987036
2012-02-01,Charlottetown,2012,2,27779.389123932993
2012-03-01,Charlottetown,2012,3,27830.55768238053
2012-04-01,Charlottetown,2012,4,27881.753016212955
2012-05-01,Charlottetown,2012,5,27932.975146452216
2012-06-01,Charlottetown,2012,6,27984.224094142282
2012-07-01,Charlottetown,2012,7,28035.49988034917
2012-08-01,Charlottetown,2012,8,28086.80252616096
2012-09-01,Charlottetown,2012,9,28138.132052687826
2012-10-01,Charlottetown,2012,10,28189.488481062086
2012-11-01,Charlottetown,2012,11,28240.87183243819
2012-12-01,Charlottetown,2012,12,28292.282127992807
2013-01-01,Charlottetown,2013,1,28343.719388924783
2013-02-01,Charlottetown,2013,2,28345.466700237015
2013-03-01,Charlottetown,2013,3,28347.213204684413
2013-04-01,Charlottetown,2013,4,28348.95890282572
2013-05-01,Charlottetown,2013,5,28350.703795219186
2013-06-01,Charlottetown,2013,6,28352.44788242254
2013-07-01,Charlottetown,2013,7,28354.19116499297
2013-08-01,Charlottetown,2013,8,28355.933643487202
2013-09-01,Charlottetown,2013,9,28357.675318461403
2013-10-01,Charlottetown,2013,10,28359.416190471235
2013-11-01,Charlottetown,2013,11,28361.156260071875
2013-12-01,Charlottetown,2013,12,28362.895527817956
2014-01-01,Charlottetown,2014,1,28364.633994263622
2014-02-01,Charlottetown,2014,2,28388.81267562796
2014-03-01,Charlottetown,2014,3,28412.974422466043
2014-04-01,Charlottetown,2014,4,28437.119252562825
2014-05-01,Charlottetown,2014,5,28461.24718367836
2014-06-01,Charlottetown,2014,6,28485.358233547857
2014-07-01,Charlottetown,2014,7,28509.45241988171
2014-08-01,Charlottetown,2014,8,28533.529760365545
2014-09-01,Charlottetown,2014,9,28557.590272660284
2014-10-01,Charlottetown,2014,10,28581.63397440214
2014-11-01,Charlottetown,2014,11,28605.660883202716
2014-12-01,Charlottetown,2014,12,28629.67101664902
2015-01-01,Charlottetown,2015,1,28653.664392303497
2015-02-01,Charlottetown,2015,2,28659.474737362943
2015-03-01,Charlottetown,2015,3,28665.26676783839
2015-04-01,Charlottetown,2015,4,28671.04057018673
2015-05-01,Charlottetown,2015,5,28676.796230321506
2015-06-01,Charlottetown,2015,6,28682.5338336172
2015-07-01,Charlottetown,2015,7,28688.253464913476
2015-08-01,Charlottetown,2015,8,28693.95520851932
2015-09-01,Charlottetown,2015,9,28699.6391482172
2015-10-01,Charlottetown,2015,10,28705.30536726719
2015-11-01,Charlottetown,2015,11,28710.953948410996
2015-12-01,Charlottetown,2015,12,28716.584973876008
2000-01-01,Edmonton,2000,1,48258.984993770195
2000-02-01,Edmonton,2000,2,48249.73844740793
2000-03-01,Edmonton,2000,3,48240.523366350666
2000-04-01,Edmonton,2000,4,48231.33959026009
2000-05-01,Edmonton,2000,5,48222.18695988544
2000-06-01,Edmonton,2000,6,48213.065317054265
2000-07-01,Edmonton,2000,7,48203.97450466336
2000-08-01,Edmonton,2000,8,48194.91436666973
2000-09-01,Edmonton,2000,9,48185.8847480816
2000-10-01,Edmonton,2000,10,48176.885494949696
2000-11-01,Edmonton,2000,11,48167.916454358376
2000-12-01,Edmonton,2000,12,48158.97747441706
2001-01-01,Edmonton,2001,1,48150.068404251586
2001-02-01,Edmonton,2001,2,48162.37745073206
2001-03-01,Edmonton,2001,3,48174.64236353113
2001-04-01,Edmonton,2001,4,48186.8633795838
2001-05-01,Edmonton,2001,5,48199.04073413217
2001-06-01,Edmonton,2001,6,48211.1746607404
2001-07-01,Edmonton,2001,7,48223.26539130971
2001-08-01,Edmonton,2001,8,48235.313156093165
2001-09-01,Edmonton,2001,9,48247.31818371026
2001-10-01,Edmonton,2001,10,48259.280701161384
2001-11-01,Edmonton,2001,11,48271.20093384215
2001-12-01,Edmonton,2001,12,48283.079105557554
2002-01-01,Edmonton,2002,1,48294.91543853591
2002-02-01,Edmonton,2002,2,48374.52720632024
2002-03-01,Edmonton,2002,3,48453.91671634734
2002-04-01,Edmonton,2002,4,48533.08489805868
2002-05-01,Edmonton,2002,5,48612.03267572063
2002-06-01,Edmonton,2002,6,48690.76096846035
2002-07-01,Edmonton,2002,7,48769.27069030152
2002-08-01,Edmonton,2002,8,48847.56275019975
2002-09-01,Edmonton,2002,9,48925.638052077564
2002-10-01,Edmonton,2002,10,49003.49749485926
2002-11-01,Edmonton,2002,11,49081.14197250537
2002-12-01,Edmonton,2002,12,49158.57237404693
2003-01-01,Edmonton,2003,1,49235.78958361931
2003-02-01,Edmonton,2003,2,49391.653817427294
2003-03-01,Edmonton,2003,3,49547.01071361636
2003-04-01,Edmonton,2003,4,49701.86274523532
2003-05-01,Edmonton,2003,5,49856.21236928565
2003-06-01,Edmonton,2003,6,50010.062026851476
2003-07-01,Edmonton,2003,7,50163.414143228285
2003-08-01,Edmonton,2003,8,50316.27112805036
2003-09-01,Edmonton,2003,9,50468.6353754169
2003-10-01,Edmonton,2003,10,50620.50926401721
2003-11-01,Edmonton,2003,11,50771.89515725427
2003-12-01,Edmonton,2003,12,50922.79540336748
2004-01-01,Edmonton,2004,1,51073.212335554
2004-02-01,Edmonton,2004,2,51156.7825286481
2004-03-01,Edmonton,2004,3,51239.98663233795
2004-04-01,Edmonton,2004,4,51322.827046914965
2004-05-01,Edmonton,2004,5,51405.30615173277
2004-06-01,Edmonton,2004,6,51487.426305434936
2004-07-01,Edmonton,2004,7,51569.18984617988
2004-08-01,Edmonton,2004,8,51650.59909186274
2004-09-01,Edmonton,2004,9,51731.65634033448
2004-10-01,Edmonton,2004,10,51812.36386961796
2004-11-01,Edmonton,2004,11,51892.7239381215
2004-12-01,Edmonton,2004,12,51972.7387848494
2005-01-01,Edmonton,2005,1,52052.41062961
2005-02-01,Edmonton,2005,2,52196.29694646474
2005-03-01,Edmonton,2005,3,52339.41961927297
2005-04-01,Edmonton,2005,4,52481.784711246946
2005-05-01,Edmonton,2005,5,52623.398221580406
2005-06-01,Edmonton,2005,6,52764.26608629129
2005-07-01,Edmonton,2005,7,52904.39417905122
2005-08-01,Edmonton,2005,8,53043.78831200179
2005-09-01,Edmonton,2005,9,53182.45423655825
2005-10-01,Edmonton,2005,10,53320.397644200515
2005-11-01,Edmonton,2005,11,53457.624167251844
2005-12-01,Edmonton,2005,12,53594.13937964543
2006-01-01,Edmonton,2006,1,53729.94879767917
2006-02-01,Edmonton,2006,2,53713.9496559921
2006-03-01,Edmonton,2006,3,53698.01163180231
2006-04-01,Edmonton,2006,4,53682.134375569665
2006-05-01,Edmonton,2006,5,53666.31754041449
2006-06-01,Edmonton,2006,6,53650.56078209216
2006-07-01,Edmonton,2006,7,53634.86375896816
2006-08-01,Edmonton,2006,8,53619.22613199342
2006-09-01,Edmonton,2006,9,53603.6475646799
2006-10-01,Edmonton,2006,10,53588.127723076395
2006-11-01,Edmonton,2006,11,53572.6662757448
2006-12-01,Edmonton,2006,12,53557.262893736355
2007-01-01,Edmonton,2007,1,53541.917250568426
2007-02-01,Edmonton,2007,2,53491.79620726618
2007-03-01,Edmonton,2007,3,53441.877436327966
2007-04-01,Edmonton,2007,4,53392.15971576056
2007-05-01,Edmonton,2007,5,53342.641833394206
2007-06-01,Edmonton,2007,6,53293.32258678414
2007-07-01,Edmonton,2007,7,53244.20078311325
2007-08-01,Edmonton,2007,8,53195.275239095914
2007-09-01,Edmonton,2007,9,53146.54478088298
2007-10-01,Edmonton,2007,10,53098.00824396785
2007-11-01,Edmonton,2007,11,53049.664473093835
2007-12-01,Edmonton,2007,12,53001.51232216233
2008-01-01,Edmonton,2008,1,52953.55065414239
2008-02-01,Edmonton,2008,2,52627.444791595575
2008-03-01,Edmonton,2008,3,52302.46130577456
2008-04-01,Edmonton,2008,4,51978.59441221389
2008-05-01,Edmonton,2008,5,51655.83836612897
2008-06-01,Edmonton,2008,6,51334.18746207639
2008-07-01,Edmonton,2008,7,51013.636033617746
2008-08-01,Edmonton,2008,8,50694.178452986846
